0,-5.099890724,3.755916997
1,-9.268322999,-6.721304438
2,-0.709314722,7.467320236
3,-10.85174993,-9.188426067
4,-2.387772588,7.318765658
5,-11.24083303,-6.135311594
6,-5.446805488,11.17964575
7,-8.185530639,-9.471273673
8,-4.80254511,2.741874391
9,-8.113580894,-9.676133896
10,-10.5989635,-8.309091976
11,-12.05872817,-8.793293259
12,-3.504166651,7.539019574
13,-0.762764992,3.682020506
14,-4.402053671,5.348410693
15,-4.178140376,3.040097308
16,-6.921920872,6.572685719
17,-8.166767473,-9.035513025
18,-9.040993639,7.734128592
19,-1.88455415,10.4667329
20,-2.053405817,6.987933178
21,-8.066652766,-8.573071149
22,-9.103377892,-7.892066159
23,-10.3606762,8.875608977
24,-8.862648309,8.251519623
25,-9.71471442,-9.102885988
26,-9.6738715,7.363556594
27,-6.785494665,9.6250275
28,-8.789614498,9.64790921
29,-7.490432097,-8.102654518
30,-8.33911295,-6.089942531
31,-3.944192668,5.230270247
32,-2.064192009,5.973109069
33,-5.890866361,6.409560753
34,-9.527306327,-4.894792668
35,-5.32230015,1.182965636
36,-8.813691109,8.295877046
37,-5.157881106,4.891993502
38,-2.880037499,2.884008003
39,-9.569154602,-8.252532927
40,-9.461059894,-7.072622496
41,-8.341165,-8.455073738
42,-9.295765871,0.711179247
43,-8.378399242,8.15163416
44,-10.46645578,9.630969203
45,-8.610946279,8.63631757
46,-5.982046243,9.389057838
47,-9.256018179,9.514455221
48,-1.341781913,7.009856396
49,-8.089110069,8.070555166
50,-3.408305795,4.631574402
51,-4.071406887,3.045379616
52,-4.169913217,1.665480289
53,-4.543002238,-0.865466281
54,-7.476095955,6.908945028
55,-3.238990927,5.875321034
56,-2.18243285,7.640185359
57,-3.101469129,5.410190386
58,-2.121427298,6.18163674
59,-4.58499726,8.718183822
60,-1.211548922,7.147956654
61,-7.81539379,8.134182165
62,-5.532129193,5.782383275
63,-2.979021634,6.875713962
64,-6.836199353,9.304144506
65,0.129242604,7.055963517
66,-4.760799913,2.571723321
67,-9.228800948,-5.91683104
68,-7.064893351,2.44030417
69,-4.72784942,6.594380295
70,-9.85902646,-8.906460124
71,-6.144639617,1.308271197
72,-7.895457516,-7.010852448
73,-2.668355215,5.881839934
74,-9.086630466,-8.564862376
75,-9.00160372,-8.773949814
76,-1.520688973,1.565934087
77,-6.158495508,6.469344324
78,-9.058368085,-7.8573984
79,-1.509809633,6.507414802
80,-3.246047271,2.971868759
81,-8.875133795,8.994828277
82,-4.388686367,3.264431575
83,-7.672660391,5.565940555
84,-0.42464148,10.27664963
85,-7.804680794,2.791870147
86,-4.643513665,6.802120864
87,-1.342632605,7.142292046
88,-8.078185902,8.344808013
89,-6.362615777,-7.769140004
90,-5.603955723,1.495329044
91,-7.260651156,8.2046233
92,-8.772780224,7.625117041
93,-2.923064046,7.694188141
94,-9.369865496,-9.856111543
95,-3.872620377,6.121782892
96,-2.978120846,4.712181905
97,-5.902612093,-0.003117437
98,-3.355462,7.134425618
99,-6.910264976,6.835906237
100,-7.743841404,6.46549901
101,-8.696079415,-5.452778815
102,-10.89436456,8.02584594
103,-3.990867316,5.814336718
104,-4.303238658,3.134901309
105,-9.084675358,-10.19587605
106,-10.91465984,-6.606680016
