id,x1,x2
0,0.17393244,-2.70633497
1,-3.694163987,-2.0914137
2,1.376310442,2.752782942
3,7.945750619,10.1312356
4,3.635985351,6.347080172
5,1.504282722,6.654116594
6,-2.027477624,-2.96506281
7,4.526227816,7.100097746
8,3.460553955,6.169640456
9,5.625032007,8.90801831
10,7.745587986,9.006451931
11,-1.333675803,-2.013919916
12,-5.292181797,0.523094061
13,-4.401992617,-4.978893646
14,-3.055501058,-0.469207914
15,5.082619767,5.814310713
16,-1.312910134,-2.15424371
17,4.50279889,9.90679567
18,2.592936775,5.501502579
19,-3.816680481,-4.373059604
20,-0.707822424,0.33259596
21,-3.109974731,-2.133307271
22,5.042033567,4.773043943
23,3.081505757,6.997537203
24,0.529976562,-0.300562772
25,-0.782009065,0.525153541
26,5.871595204,8.966819074
27,0.093199186,-3.576106943
28,-2.924143163,-5.470220965
29,6.133989675,9.259693924
30,1.275421012,-0.733780117
31,4.243140188,7.918522783
32,3.334023699,4.841250428
33,-2.462455339,-1.106773785
34,-1.708766463,-0.483218151
35,2.794804493,6.632372574
36,6.975940941,9.199561263
37,-1.214105912,-2.607804585
38,1.138027139,7.268561328
39,0.458802793,0.111006355
40,1.555203651,8.156235402
41,-2.990013167,-4.487380062
42,0.413187711,-3.698879907
43,-0.516421101,0.145349103
44,7.061554907,7.09088665
45,4.61538307,5.903032325
46,1.430661332,-0.88986995
47,-4.632851744,-3.471282996
48,-4.263821628,-4.125116629
49,-4.211114757,-2.22779439
50,1.832123225,0.514190595
51,6.441075372,9.1875708
52,6.287784252,9.903605652
53,-1.107846041,-2.207930951
54,4.731212328,7.173302326
55,5.408822395,9.225518031
56,-1.248666853,-0.560299736
57,-2.707491713,-0.703985926
58,-6.500646068,-2.436337221
59,3.205748754,3.329100592
60,-4.004749041,-1.990718989
61,-2.805296609,-2.431757103
62,-2.793133607,-4.020073726
63,0.763483952,5.161273324
64,-1.437193749,-1.148014289
65,-3.33594302,-5.440982096
66,4.200719775,8.021953742
67,-0.400056761,-2.327243099
68,-2.160894482,-4.343566253
69,-2.533130334,-1.613708291
70,-3.329029894,-3.750929269
71,-0.903529287,-3.019479133
72,-1.265902475,-1.225590397
73,8.060842203,7.637316708
74,1.361725776,4.50500091
75,-4.39467286,-3.438969397
76,-1.112315912,-2.123377317
77,-2.109588696,-4.382832119
78,8.640510507,6.875224695
79,-4.369479211,-1.304598967
80,0.524152437,-1.876252705
81,3.459404157,2.132586282
82,0.344461653,-0.091991772
83,1.801484917,5.553167158
84,0.260571703,-0.092634784
85,1.606148124,0.233075197
86,3.545118226,9.568279444
87,-2.775669739,-4.18804896
88,1.92096039,-0.732851407
89,-3.346488412,-4.605060857
90,-0.503329416,-5.285142567
91,8.36839766,8.687920356
92,-2.104422099,2.024021867
93,2.513085279,7.733876181
94,0.383163176,1.978568052
95,7.556882385,9.703801611
96,9.76454462,11.01651825
97,6.599975214,8.572032106
98,1.571679232,-0.574009812
99,1.75949655,4.763156193
100,2.420913586,6.40774374
101,1.343374364,0.304643976
102,6.452128174,7.856676863
103,5.657763039,6.309249502
104,1.095563342,-1.731375951
105,2.409901168,4.936816525
106,5.930712674,8.280977324
107,7.228187622,10.23760555
108,4.812406524,4.841356414
109,8.654525163,10.01547934
110,-2.23798296,-0.712010989
111,-4.026147668,-5.476775739
112,4.951839675,3.027568805
113,4.089950875,5.853090976
114,-0.033031389,1.106387271
115,-1.901084529,-2.207991209
116,-0.973530629,0.343476501
117,-0.13360043,-2.004859277
118,-3.717333201,-2.474605001
119,9.290013164,8.974701852
120,2.930454085,4.844917617
121,4.151075814,4.81178217
122,6.393629689,7.464556346
123,3.0073868,8.880754197
124,2.415605686,5.268049087
125,1.222654844,6.44368089
126,-4.156651728,-1.01944607
127,0.057608426,-3.102859988
128,-1.509771372,1.333334286
129,-0.401700432,-0.846817725
130,-2.372071921,-2.056526877
131,1.972254821,7.462714728
132,-4.266239857,-2.165624053
133,-4.756115597,-2.493612363
134,-7.718134588,-4.005014747
135,7.792781505,6.173140346
136,-0.466070079,4.031801059
137,5.914711308,9.284241488
138,-1.536167504,-2.958116025
139,2.785054874,7.167450562
140,-1.943555672,-3.266492901
141,-5.527793426,-3.798191039
142,-2.601333228,0.002757135
143,1.558800575,0.667582336
144,-1.40360701,-1.452646576
145,-3.295712028,-2.987258735
146,-2.632122949,-3.278778137
147,3.623530901,4.660776023
148,3.566074396,6.28130991
149,4.654437686,11.3350887
150,-1.826966095,-1.747433453
151,-1.31129882,-1.157581484
152,7.983345777,7.911346866
153,2.107869514,7.296068055
154,-2.61507055,2.437873705
155,8.78320418,8.336101393
156,3.80360328,4.54639521
157,-5.132945356,-3.578435452
158,-0.407507995,-3.740894218
159,1.969330184,6.274904492
160,0.966504611,1.571704737
161,2.335618937,-3.647501664
162,0.309329222,2.337022135
163,8.521018026,7.367265306
164,2.143895716,5.933276144
165,6.900120299,9.554646053
166,-1.206726164,-1.116019029
167,1.939943781,6.262037232
168,-0.936824964,-2.557703732
169,1.204512307,-2.675847099
170,7.750981053,10.5926284
171,5.386209872,7.444626425
172,-2.410360377,-4.429879196
173,7.145965903,7.955779233
174,-3.08340217,-4.241682792
175,2.906890511,3.307336404
176,-3.721038294,-2.96494764
177,6.02097832,9.503260107
178,6.85442263,8.194270291
179,-3.006799718,-1.555554765
180,7.587351878,8.369569395
181,-0.072084532,-0.527430559
182,-0.50408182,-3.402602768
183,0.300301348,0.415185047
184,0.029768273,0.295355043
185,5.449439916,7.265675493
186,6.122905436,8.394945466
187,1.477523895,1.129960518
188,1.540485984,5.013584456
189,4.056245865,5.211537073
190,-1.976958555,0.780172814
191,-2.59214593,-1.516072257
192,2.903293323,4.721498042
193,0.669941224,0.899726993
194,7.084848401,8.770669401
195,3.813742931,4.980449993
196,4.236914945,4.189852383
197,-3.978376921,-4.206170433
198,3.486069258,5.435032397
199,2.157252302,4.738490687
200,2.557197467,4.46147913
201,1.40885218,6.674923598
202,-2.422996019,-3.448518111
203,6.53030155,11.94780615
204,-0.191880254,-0.235580065
205,8.319358904,8.218830078
206,-3.547622319,-2.956393698
207,6.010854,7.430226473
208,1.56452319,2.720924569
209,5.203917554,9.238100094
210,-2.922795169,-1.76157091
211,2.069768287,6.426002688
212,1.80746216,0.7252986
213,1.527954642,-1.441342624
214,-1.017026901,-4.904235228
215,2.407270117,5.516982818
216,-2.235098597,-2.365503553
217,0.043487798,-1.47173233
218,-0.283401273,-1.500930702
219,-5.419843899,-3.167962915
220,6.692404329,10.17071398
221,-1.024504822,0.093489639
222,1.652989125,5.32855767
223,5.97698196,7.274534594
224,2.679095387,11.36650662
225,1.916437972,6.1430888
226,3.688752874,7.272564305
227,6.262595628,9.580002429
228,7.630834242,9.489614628
229,4.453587933,10.12226612
230,-0.519750022,2.616035565
231,7.270104983,9.706200163
232,3.191523682,3.473689688
233,-1.363146518,-2.089405142
234,3.078413165,6.426915641
235,3.166721598,6.544225712
236,2.625420131,9.82682959
237,5.700738415,6.412596754
238,4.620431145,7.878602351
239,3.619977965,6.957912738
240,4.092851271,10.61494476
241,4.552319756,7.034333629
242,-1.427030482,-1.780333481
243,4.349749889,4.447211706
244,7.541068834,7.646562701
245,2.849249984,6.097658438
246,5.523472372,9.663922911
247,-3.745491139,-3.075676701
248,-2.55777214,2.425241482
249,1.689174817,-0.154665814
250,5.933666095,9.68205275
251,-1.286660754,-1.895167019
252,7.166363257,8.140369737
253,2.377842001,7.325849467
254,-0.07100345,7.253041627
255,6.646605376,3.745905825
256,7.935264199,10.43388418
257,0.999212981,1.117094336
258,-4.196769423,-0.985997882
259,6.78545666,11.15391477
260,2.848148272,5.898813159
