ID,x1,x2
0,5.077749054,-7.456755184
1,-1.615164138,2.462500651
2,7.546859974,-8.411727681
3,3.18935809,-3.00305006
4,-8.058273468,-5.373929123
5,-0.861740559,2.958435956
6,4.894054439,-1.85791149
7,4.477006153,-2.845768902
8,2.017848342,4.301644847
9,7.31393456,-11.20437191
10,-4.909303579,-6.512027203
11,7.113964461,-3.189389513
12,0.898211433,3.368070898
13,4.863347354,-9.289557963
14,4.609474694,-0.89481715
15,-0.600607595,2.532923795
16,6.791302204,-0.807776445
17,-5.063510113,-4.86487115
18,6.548004017,-8.419827356
19,7.175495596,-8.561235617
20,-5.139960432,-6.304802381
21,0.588436026,4.809846559
22,6.251841191,-0.04034779
23,-8.302552283,-5.702953305
24,1.578436312,-0.030541594
25,8.522732509,-5.587626039
26,2.117572986,-0.017594795
27,5.835161459,-3.017405386
28,4.919784273,-6.906386319
29,-6.252821312,-6.42678243
30,-5.88102984,-4.577847098
31,-0.346110073,3.235909826
32,5.739780675,-0.159024065
33,3.747567513,0.334011064
34,-2.481869092,0.975004712
35,-4.34556599,1.416081752
36,-5.314355826,-7.629365618
37,3.987487457,-1.18725362
38,7.410777752,-8.661152562
39,6.500916903,-0.705603039
40,8.293487735,-10.28936542
41,8.476800083,-9.131037581
42,-5.337022412,-3.267476144
43,3.407634438,-0.447425398
44,4.43258344,-10.85463181
45,6.274320514,1.556839456
46,-3.596177069,-5.521123547
47,5.247823297,-0.230166759
48,7.260226974,-9.31931761
49,7.380911288,-10.06307791
50,-7.061764386,-8.020244761
51,5.990053352,-1.014709859
52,-6.244799842,-4.102954275
53,-4.308650248,-6.70134116
54,8.81616119,-7.920130504
55,-0.215632879,1.036021165
56,4.152664148,-2.387168426
57,-3.742723083,-6.781908586
58,-1.691786066,5.157915946
59,-1.27565775,2.080043391
60,3.832767348,-2.589128814
61,5.21589735,-2.056822731
62,-3.468602313,-5.776157035
63,-1.835997504,2.660965205
64,-0.331877838,1.173623354
65,3.726557354,-1.759891773
66,4.669637665,-9.956337152
67,-7.910269971,-7.611347537
68,-7.769521531,-4.776954493
69,-5.431159034,-2.942192652
70,-3.139164481,3.157841522
71,5.081166701,-2.550889686
72,1.768878902,-3.438821898
73,0.006716205,1.679171854
74,-3.348222744,0.479206688
75,0.887755142,4.294171524
76,4.483919826,-7.216930541
77,-3.339074168,2.291989371
78,6.230784266,-0.780850878
79,5.387691515,-7.775543651
80,9.497066757,-10.05379806
81,5.921096605,-1.923948159
82,-6.832061364,-7.079816205
83,-4.252950423,-5.255587749
84,7.392544285,-8.145850668
85,7.417688097,0.541816717
86,0.919883251,3.920490742
87,-6.595348135,-4.805099451
88,-1.467987616,3.254959599
89,3.325209595,-1.225441715
90,-5.130449964,-3.281255258
91,2.975526356,-1.915522715
92,2.378236501,0.051985002
93,-3.731312622,-5.331511152
94,-7.326358731,-6.582990931
95,6.578618484,-9.572307154
96,8.306367265,-10.88890801
97,8.853725985,-10.062027
98,-7.179065564,-4.727224445
99,7.707482774,-8.235677727
100,-5.529247866,-4.583286257
101,7.309119254,-7.747448897
102,3.938464188,-9.883874578
103,5.440079271,0.030479189
104,9.823114541,-6.319358473
105,-2.515749007,4.538147359
106,-4.810883686,-6.471504941
107,-6.525706549,-4.782161063
108,-3.09803452,3.874165186
109,9.208487561,-2.181206153
110,2.550340676,0.407287618
111,-2.201538883,3.922528828
112,-1.17318967,3.310384823
113,6.181786282,1.176185943
114,6.537619921,-6.845254166
115,3.379960531,3.55938798
116,6.016120641,-5.90578247
117,-4.408536021,-3.076552748
118,-0.71600078,3.581717847
119,-4.681014167,-5.91905987
120,-4.515489396,-5.967454281
121,-5.6280446,-8.262812049
122,-3.437436976,-5.421998984
123,-0.91067227,4.228686393
124,-8.069750025,-5.649539372
125,7.859751573,-14.66699973
126,-5.371812973,-4.811266538
127,-1.21408795,5.879011672
128,-3.754988139,4.001666493
129,3.620159694,-2.729963707
130,3.341694095,-1.567797441
131,5.578976152,-4.180620129
132,6.070914951,-10.58669261
133,9.449896492,-10.19083183
134,-5.970954027,-5.838041703
135,4.965825256,-2.409603618
136,-3.074161414,4.265201156
137,-3.185285048,1.260667162
