,x1,x2
0,-7.787241653,-3.837328467
1,-8.173343018,-4.142868632
2,-5.544979434,-7.998583989
3,5.415628778,2.154494094
4,-6.289016594,-4.232678174
5,-3.189397847,-6.285618815
6,5.068545151,2.303319766
7,-2.050692652,-8.576206576
8,-1.942465719,-6.801878415
9,-5.177772895,-6.038777071
10,-2.165354948,-8.102830052
11,5.456951552,5.525001421
12,4.873350618,2.861041673
13,3.327758906,4.611719828
14,-1.653792237,-7.490166892
15,-8.948597292,-7.316740731
16,4.643097525,1.009760264
17,3.365900707,4.413754065
18,-9.130382597,-1.445873192
19,-6.414171522,-6.162616051
20,-3.603421181,-9.085479054
21,-1.196885065,-8.609738271
22,5.407120523,1.710928196
23,-11.63347581,-5.673907955
24,4.568847475,3.39922012
25,-4.225572306,-2.585858952
26,-3.891213255,-8.097516814
27,-1.915376438,-8.64815289
28,-4.767897656,-6.745038224
29,3.116716556,5.151428128
30,-6.813253084,-8.464389678
31,-1.379562064,-7.482527407
32,-10.1508684,-2.248620053
33,-10.11769103,-1.886108296
34,-5.074453192,-5.373729688
35,-0.697279923,-5.343493372
36,-3.641306346,-5.685078706
37,3.858702998,2.904393547
38,-7.88286401,-1.060293087
39,-0.767372918,-8.76960134
40,-8.45157035,-6.151933312
41,8.000436846,0.379062661
42,-4.484628234,-3.51597038
43,-5.512306693,-5.030965581
44,6.144016268,2.216298897
45,5.062357123,1.371777679
46,5.948869223,-1.191654505
47,6.133416761,3.681204269
48,-3.167858029,-7.83754423
49,7.276446897,1.347017865
50,5.248586956,0.544295439
51,-9.841661632,-2.188292184
52,-8.617029131,-3.60190717
53,-6.668214963,-4.122341082
54,-2.739121375,-6.999088345
55,-9.490184267,0.232747968
56,-4.198622487,-8.983713891
57,3.603665181,4.414086697
58,6.270435088,3.849901315
59,-6.45665147,-4.476667465
60,7.928258243,3.157849891
61,6.49982492,1.717325923
62,-1.522150587,-8.804286608
63,-4.742461217,-9.231421938
64,-5.020652104,-9.590958263
65,-5.160267077,-9.974100004
66,5.274211681,5.378514421
67,-6.365896454,-6.052913217
68,7.106943451,1.761842325
69,-1.958711717,-6.511046866
70,-4.567267946,-7.279632925
71,-7.938025617,-5.679793703
72,4.346782829,1.598998476
73,-6.405712779,-1.418034469
74,-3.698650226,-6.844272179
75,-1.668853866,-10.07695248
76,-4.423925117,-6.710868587
77,-1.135876507,-9.732674145
78,-6.597032082,-6.17566867
79,-9.10473288,1.375514017
80,-11.87740344,-2.956514835
81,7.114494706,4.630413697
82,-4.289313428,-7.149634018
83,6.167529944,3.657184617
84,-9.684355487,2.209272478
85,3.748174978,3.535522283
86,5.332467308,4.692509882
87,-7.369710219,-3.466080098
88,-1.938144551,-10.35318841
89,-3.035235897,-7.977455213
90,-6.523523583,-5.860055178
91,-2.689099543,-9.300686321
92,6.702697235,4.09004349
93,-7.054689291,-3.360365334
94,4.299642291,4.302064457
95,4.874612468,4.347909354
96,5.908232331,3.3330088
97,-11.69737897,-2.9251547
98,-6.45045401,-2.331665148
99,7.126839623,0.748090935
100,-4.763443567,-5.837509524
101,4.755000765,4.298011409
102,4.249607754,2.595440076
103,-2.917824644,-7.379758384
104,-3.941053556,-4.099741011
